,Sources/Attributes,label,score,count,Aromatic,Woody,Fruity,Oriental,Fine,Elevating,Delicate,Light,Heavy,Young,Old,Gentle,Wild,Soothing,Exciting,Bright,Dark,Sweet,Bitter,Boring,Interesting,Hot,Cold,Deep,Quiet,Hard,Soft,Flat,Tasty,Pungent,Dull,Serious,Full,Empty,Active,Passive,Stale,Fresh,Cheerful,Discordant,Harmonious,Severe,Mild,Peaceful,Ugly,Beautiful,Unpleasant,Pleasant,Mimosa Absolute,Leather,Cinnamon Oil,Spicy,Tobacco,Nitro Musk,Musk,not perceptible,very weak,weak,distinct,strong,very strong,extremely strong,Smoke,Burning,Almonds,Fish,Incense,Industrial,Green,Vinegar,Medicinal,Musty,Sweet pungent
988,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1768,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
771,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1406,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
885,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
332,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
946,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
272,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1168,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1446,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
613,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
816,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
969,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1314,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
205,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1021,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1799,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1721,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1430,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
691,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1133,http://data.odeuropa.eu/vocabulary/olfactory-objects/432,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
301,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
631,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1051,http://data.odeuropa.eu/vocabulary/olfactory-objects/138,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,255.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
